dt,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty
1967-05-01,11.632,0.077,17.505000000000006,0.172,5.784000000000002,0.1669999999999999
1967-06-01,13.194,0.071,18.911,0.145,7.445,0.152
1967-07-01,14.331,0.1689999999999999,20.142,0.153,8.706,0.142
1967-08-01,13.821,0.107,19.593,0.242,8.171999999999999,0.245
1967-09-01,12.053999999999998,0.058,17.852,0.107,6.269,0.166
1967-10-01,9.809,0.045,15.479,0.08,4.178,0.086
1967-11-01,6.176,0.042,11.505,0.085,0.8079999999999999,0.147
1967-12-01,3.915,0.05,9.279,0.056,-1.4200000000000002,0.114
1968-01-01,2.353,0.094,7.866999999999999,0.102,-3.0620000000000003,0.075
1968-02-01,3.245,0.124,8.879999999999997,0.098,-2.319,0.0819999999999999
1968-03-01,6.117000000000001,0.069,11.907,0.126,0.2849999999999999,0.068
1968-04-01,8.455,0.143,14.427,0.115,2.596,0.281
1968-05-01,11.068,0.111,16.76,0.16,5.176,0.201
1968-06-01,13.204,0.187,18.873,0.16,7.318,0.213
1968-07-01,14.026,0.089,19.734,0.1369999999999999,8.431000000000001,0.105
1968-08-01,13.524,0.08,19.238,0.079,7.891999999999999,0.14
1968-09-01,11.62,0.19,17.348000000000006,0.223,5.942,0.152
1968-10-01,9.453,0.138,15.086,0.127,3.787,0.263
1968-11-01,5.891,0.062,11.3,0.105,0.357,0.135
1968-12-01,3.24,0.053,8.551,0.135,-2.116,0.103
1969-01-01,1.966,0.053,7.228999999999999,0.091,-3.298,0.116
1969-02-01,2.45,0.092,7.9689999999999985,0.126,-3.1910000000000003,0.151
1969-03-01,5.131,0.106,11.018,0.106,-0.8240000000000001,0.213
1969-04-01,8.575999999999999,0.125,14.286,0.201,2.69,0.237
1969-05-01,11.354,0.077,17.064,0.157,5.565,0.241
1969-06-01,13.475,0.119,19.208,0.256,7.568,0.34
1969-07-01,14.218,0.109,20.024,0.226,8.666,0.163
1969-08-01,13.804,0.08,19.628,0.16,8.123999999999999,0.224
1969-09-01,12.048,0.057,17.67,0.112,6.421,0.141
1969-10-01,9.489,0.065,14.888,0.155,4.05,0.269
1969-11-01,6.42,0.053,11.974,0.125,0.923,0.141
1969-12-01,4.21,0.086,9.587,0.103,-1.139,0.113
1970-01-01,2.8360000000000003,0.084,8.288,0.117,-2.584,0.099
1970-02-01,3.735,0.0819999999999999,9.543,0.108,-2.02,0.127
1970-03-01,5.272,0.114,11.066,0.18,-0.545,0.211
1970-04-01,8.603,0.066,14.383,0.179,2.739,0.113
1970-05-01,11.206,0.099,17.165000000000006,0.121,5.402,0.107
1970-06-01,13.513,0.086,19.368,0.203,7.599,0.189
1970-07-01,14.395,0.1,20.254,0.114,8.722999999999999,0.099
1970-08-01,13.658,0.062,19.43,0.179,8.097000000000001,0.122
1970-09-01,12.277,0.063,17.879,0.089,6.62,0.124
1970-10-01,9.348,0.042,14.96,0.089,3.787,0.103
1970-11-01,6.047000000000001,0.059,11.562,0.109,0.524,0.0819999999999999
1970-12-01,3.5210000000000004,0.05,8.941,0.094,-1.829,0.084
1971-01-01,2.967,0.101,8.530999999999999,0.122,-2.531,0.125
1971-02-01,2.867,0.17,8.578999999999999,0.145,-2.7230000000000003,0.199
1971-03-01,5.001,0.063,10.967,0.154,-0.8960000000000001,0.11
1971-04-01,8.338999999999999,0.067,14.267,0.09,2.516,0.251
1971-05-01,11.211,0.112,17.186,0.12,5.384,0.159
1971-06-01,13.099,0.104,18.992,0.227,7.436,0.126
1971-07-01,14.139,0.106,19.984,0.142,8.511000000000001,0.125
1971-08-01,13.879,0.076,19.593,0.122,8.085999999999999,0.0819999999999999
1971-09-01,12.139,0.129,17.918000000000006,0.317,6.462999999999999,0.303
1971-10-01,9.388,0.106,15.146,0.127,3.809,0.16
1971-11-01,6.295,0.076,11.842,0.112,0.931,0.131
1971-12-01,3.867,0.065,9.228,0.118,-1.439,0.126
1972-01-01,1.882,0.086,7.391999999999999,0.143,-3.5490000000000004,0.205
1972-02-01,2.609,0.105,8.219,0.113,-3.115,0.199
1972-03-01,5.287000000000001,0.05,11.169,0.087,-0.672,0.152
1972-04-01,8.337,0.067,14.148,0.123,2.498,0.11
1972-05-01,11.155,0.091,16.968,0.125,5.3610000000000015,0.196
1972-06-01,13.501,0.113,19.231,0.156,7.627000000000002,0.127
1972-07-01,14.231,0.118,20.037,0.123,8.568,0.104
1972-08-01,14.171,0.096,19.88,0.154,8.386000000000001,0.19
1972-09-01,11.901,0.126,17.529000000000003,0.2,6.166,0.217
1972-10-01,9.346,0.141,15.057,0.198,3.84,0.232
1972-11-01,5.7970000000000015,0.079,11.167,0.094,0.52,0.129
1972-12-01,3.778,0.072,9.182,0.181,-1.492,0.084
1973-01-01,3.0380000000000003,0.092,8.491999999999999,0.152,-2.3080000000000003,0.104
1973-02-01,3.898,0.161,9.496,0.135,-1.6540000000000004,0.087
1973-03-01,5.82,0.096,11.605,0.212,0.109,0.142
1973-04-01,8.937999999999997,0.103,14.51,0.108,3.107,0.106
1973-05-01,11.768999999999998,0.0819999999999999,17.417,0.158,5.926,0.1639999999999999
1973-06-01,13.824000000000002,0.085,19.497,0.126,8.155000000000001,0.122
1973-07-01,14.435,0.129,20.112,0.093,8.988999999999997,0.11
1973-08-01,13.869000000000002,0.151,19.707,0.149,8.427,0.133
1973-09-01,12.125,0.081,17.815,0.168,6.504,0.102
1973-10-01,9.609,0.064,15.182,0.111,3.913,0.095
1973-11-01,6.222,0.083,11.667,0.052,0.7879999999999999,0.202
1973-12-01,3.832,0.0819999999999999,9.292,0.111,-1.514,0.073
1974-01-01,2.261,0.096,7.463999999999999,0.109,-2.894,0.096
1974-02-01,2.582,0.127,8.118,0.093,-2.926,0.074
1974-03-01,5.19,0.114,10.966,0.134,-0.4950000000000001,0.098
1974-04-01,8.386000000000001,0.091,14.179,0.078,2.59,0.117
1974-05-01,11.198,0.087,16.932000000000002,0.121,5.4700000000000015,0.093
1974-06-01,13.382,0.131,19.235,0.099,7.591,0.085
1974-07-01,14.288,0.059,19.925,0.128,8.654,0.109
1974-08-01,14.015999999999998,0.105,19.652,0.158,8.391,0.13
1974-09-01,11.744000000000002,0.135,17.430000000000003,0.18,6.14,0.22
1974-10-01,9.098,0.059,14.884,0.079,3.423,0.112
1974-11-01,5.915,0.123,11.459,0.138,0.389,0.163
1974-12-01,3.55,0.127,8.738999999999999,0.155,-1.5219999999999998,0.126
1975-01-01,3.059,0.078,8.484,0.071,-2.257,0.121
1975-02-01,3.395,0.107,9.026,0.133,-2.096,0.095
1975-03-01,5.706,0.07,11.384,0.103,-0.15,0.098
1975-04-01,8.584,0.066,14.399,0.066,2.882,0.088
1975-05-01,11.742,0.087,17.484,0.198,5.8420000000000005,0.145
1975-06-01,13.557,0.109,19.275,0.161,7.796,0.197
1975-07-01,14.351,0.096,20.051,0.18,8.637,0.141
1975-08-01,13.514,0.219,19.248,0.244,7.891999999999999,0.107
1975-09-01,12.152,0.127,17.804000000000006,0.115,6.54,0.096
1975-10-01,9.318,0.064,14.908,0.154,3.671,0.215
1975-11-01,5.893,0.056,11.462,0.086,0.332,0.127
1975-12-01,3.667,0.086,9.079,0.088,-1.636,0.103
1976-01-01,2.884,0.068,8.398,0.079,-2.452,0.11
1976-02-01,3.031,0.069,8.509,0.104,-2.443,0.094
1976-03-01,4.517,0.06,10.305,0.0819999999999999,-1.2040000000000002,0.0819999999999999
1976-04-01,8.293999999999999,0.086,14.177,0.132,2.489,0.106
1976-05-01,10.941999999999998,0.163,16.727999999999998,0.149,5.176,0.108
1976-06-01,13.086,0.103,18.954,0.173,7.3450000000000015,0.13
1976-07-01,14.155,0.18,19.852,0.245,8.349,0.221
1976-08-01,13.511,0.17,19.163,0.234,7.645999999999999,0.222
1976-09-01,11.895,0.053,17.740000000000006,0.079,6.197,0.1
1976-10-01,8.511000000000001,0.111,14.028,0.253,3.113,0.22
1976-11-01,5.66,0.062,11.156,0.124,0.302,0.1639999999999999
1976-12-01,3.681,0.0819999999999999,9.086,0.155,-1.7080000000000002,0.16
1977-01-01,2.492,0.087,7.7639999999999985,0.197,-2.648,0.16
1977-02-01,3.471,0.12,9.135,0.088,-2.152,0.145
1977-03-01,5.702000000000001,0.11,11.581,0.123,-0.035,0.168
1977-04-01,8.85,0.064,14.751,0.092,3.0580000000000003,0.081
1977-05-01,11.78,0.133,17.594,0.163,6.009,0.227
1977-06-01,13.876,0.11,19.628,0.173,8.058,0.184
1977-07-01,14.630999999999998,0.111,20.327,0.122,8.971,0.206
1977-08-01,14.09,0.078,19.673,0.162,8.463999999999999,0.134
1977-09-01,11.861999999999998,0.065,17.535,0.073,6.35,0.111
1977-10-01,9.156,0.041,14.875,0.106,3.5860000000000003,0.09
1977-11-01,6.5440000000000005,0.062,11.962,0.101,1.259,0.07
1977-12-01,3.749,0.035,9.001,0.1,-1.385,0.139
1978-01-01,2.705,0.095,8.006,0.078,-2.52,0.078
1978-02-01,3.4560000000000004,0.1369999999999999,9.006,0.2,-2.149,0.2
1978-03-01,5.607,0.097,11.344,0.055,-0.074,0.174
1978-04-01,8.790999999999999,0.088,14.628,0.344,3.084,0.416
1978-05-01,11.414,0.139,17.131,0.236,5.723000000000001,0.314
1978-06-01,13.22,0.106,18.891,0.1639999999999999,7.715000000000002,0.213
1978-07-01,14.364,0.158,19.911,0.132,8.894,0.237
1978-08-01,13.297,0.099,18.974,0.155,7.680999999999999,0.173
1978-09-01,12.03,0.096,17.64,0.1639999999999999,6.431,0.127
1978-10-01,9.339,0.0819999999999999,14.964,0.145,3.803,0.15
1978-11-01,6.3500000000000005,0.081,11.685,0.112,1.08,0.126
1978-12-01,3.74,0.068,9.195,0.085,-1.617,0.093
1979-01-01,2.6790000000000003,0.083,8.071,0.125,-2.625,0.1
1979-02-01,2.841,0.089,8.525,0.076,-2.7590000000000003,0.147
1979-03-01,5.474,0.102,11.331,0.187,-0.129,0.272
1979-04-01,8.455,0.078,14.273,0.258,2.623,0.303
1979-05-01,11.199000000000002,0.149,17.139000000000006,0.198,5.7120000000000015,0.212
1979-06-01,13.487,0.067,19.366,0.213,7.818,0.215
1979-07-01,14.114,0.054,19.945,0.109,8.491,0.117
1979-08-01,13.833,0.087,19.623,0.16,8.266,0.181
1979-09-01,12.247,0.091,18.059,0.18,6.714,0.24
1979-10-01,9.586,0.09,15.354,0.116,4.053999999999999,0.125
1979-11-01,6.2860000000000005,0.079,11.807,0.13,0.905,0.051
1979-12-01,4.6,0.068,10.0,0.115,-0.6690000000000002,0.051
1980-01-01,2.9560000000000004,0.087,8.468,0.08,-2.4570000000000003,0.124
1980-02-01,3.652,0.099,9.26,0.129,-1.864,0.115
1980-03-01,5.367000000000001,0.103,11.239999999999998,0.16,-0.379,0.126
1980-04-01,8.934999999999997,0.106,14.821,0.129,3.109,0.175
1980-05-01,11.77,0.089,17.713,0.234,6.131,0.172
1980-06-01,13.582,0.134,19.375,0.185,7.901000000000002,0.299
1980-07-01,14.742,0.144,20.466,0.179,9.102,0.214
1980-08-01,14.189,0.221,19.814,0.117,8.562999999999999,0.089
1980-09-01,12.321,0.08,18.121,0.152,6.642,0.146
1980-10-01,9.55,0.064,15.17,0.118,4.051,0.112
1980-11-01,6.684,0.094,12.196,0.183,1.334,0.143
1980-12-01,4.016,0.059,9.431,0.165,-1.277,0.086
1981-01-01,3.785,0.121,9.267,0.193,-1.2980000000000005,0.153
1981-02-01,4.021,0.139,9.689,0.133,-1.41,0.119
1981-03-01,6.239,0.035,12.05,0.063,0.5539999999999999,0.161
1981-04-01,8.953,0.08,14.817,0.206,3.131,0.25
1981-05-01,11.565,0.084,17.471,0.33,5.901000000000002,0.345
1981-06-01,13.765,0.122,19.611,0.126,8.065,0.148
1981-07-01,14.738,0.0819999999999999,20.398,0.122,9.208,0.132
1981-08-01,14.502,0.099,20.293,0.092,8.976999999999997,0.081
1981-09-01,12.236,0.118,17.950000000000006,0.098,6.646,0.139
1981-10-01,9.394,0.059,14.979,0.096,3.765,0.066
1981-11-01,6.273,0.058,11.669,0.114,0.97,0.099
1981-12-01,4.519,0.05,10.068,0.094,-0.878,0.076
1982-01-01,2.5580000000000003,0.08,8.09,0.13,-2.777,0.097
1982-02-01,3.281,0.077,8.843,0.076,-2.075,0.07
1982-03-01,4.873,0.087,10.667,0.139,-0.722,0.1369999999999999
1982-04-01,8.465,0.093,14.388,0.223,2.89,0.433
1982-05-01,11.348,0.09,17.149,0.305,5.727,0.283
1982-06-01,13.245,0.071,19.083,0.234,7.556,0.251
1982-07-01,14.545,0.073,20.311,0.301,9.019,0.397
1982-08-01,13.796,0.067,19.534,0.166,8.465,0.217
1982-09-01,12.039,0.067,17.75,0.155,6.675,0.213
1982-10-01,9.232,0.066,14.845,0.129,3.917,0.139
1982-11-01,5.961,0.111,11.314,0.117,0.909,0.184
1982-12-01,4.327,0.11,9.637,0.077,-0.7050000000000001,0.064
1983-01-01,3.4450000000000003,0.115,8.747,0.084,-1.65,0.08
1983-02-01,3.814,0.173,9.427,0.088,-1.592,0.085
1983-03-01,5.699,0.09,11.503,0.055,0.0969999999999999,0.091
1983-04-01,8.693,0.05,14.45,0.092,3.053,0.134
1983-05-01,11.729,0.106,17.477,0.136,6.144,0.187
1983-06-01,13.478,0.124,19.217,0.147,7.819,0.17
1983-07-01,14.408,0.07,20.139,0.138,8.829,0.115
1983-08-01,14.302,0.061,20.105,0.177,8.729,0.1
1983-09-01,12.698,0.098,18.41200000000001,0.093,7.08,0.16
1983-10-01,9.478,0.096,15.097,0.088,4.011,0.155
1983-11-01,6.7650000000000015,0.091,12.334,0.151,1.4209999999999998,0.134
1983-12-01,3.829,0.054,9.25,0.127,-1.3119999999999998,0.08
1984-01-01,2.9410000000000003,0.081,8.338,0.111,-2.2350000000000003,0.085
1984-02-01,3.093,0.101,8.786,0.136,-2.452,0.1689999999999999
1984-03-01,5.671,0.084,11.541,0.1,-0.078,0.06
1984-04-01,8.431999999999999,0.163,14.335,0.23,2.608,0.209
1984-05-01,11.976,0.061,17.860000000000007,0.115,6.211,0.138
1984-06-01,13.387,0.191,19.05,0.127,7.662000000000001,0.1669999999999999
1984-07-01,14.429,0.1369999999999999,20.109,0.075,8.958,0.191
1984-08-01,13.984000000000002,0.085,19.83,0.235,8.33,0.151
1984-09-01,12.015,0.074,17.718,0.098,6.5,0.096
1984-10-01,9.378,0.0819999999999999,14.890999999999998,0.066,4.015,0.101
1984-11-01,5.811,0.106,11.243,0.166,0.602,0.088
1984-12-01,3.185,0.066,8.411,0.15,-1.88,0.109
1985-01-01,3.01,0.0819999999999999,8.385,0.122,-2.22,0.063
1985-02-01,2.704,0.085,8.322000000000001,0.117,-2.853,0.08
1985-03-01,5.4510000000000005,0.06,11.194,0.087,-0.133,0.086
1985-04-01,8.633,0.085,14.421,0.085,2.905,0.113
1985-05-01,11.425999999999998,0.066,17.203000000000007,0.117,5.756,0.119
1985-06-01,13.569,0.187,19.396,0.24,7.907999999999999,0.146
1985-07-01,13.973,0.087,19.711,0.113,8.362,0.141
1985-08-01,14.059,0.087,19.757,0.113,8.514999999999999,0.092
1985-09-01,11.98,0.08,17.634,0.138,6.482,0.135
1985-10-01,9.338,0.089,14.808,0.048,4.051,0.099
1985-11-01,5.968,0.104,11.331,0.102,0.703,0.107
1985-12-01,3.785,0.107,9.044,0.154,-1.368,0.084
1986-01-01,3.315,0.117,8.818,0.071,-2.011,0.076
1986-02-01,3.991,0.113,9.699,0.202,-1.6370000000000002,0.092
1986-03-01,5.755,0.048,11.629,0.077,0.015,0.055
1986-04-01,8.870999999999997,0.086,14.772,0.206,3.105,0.062
1986-05-01,11.581,0.066,17.393,0.108,5.888999999999999,0.178
1986-06-01,13.439,0.06,19.211,0.191,7.7200000000000015,0.192
1986-07-01,14.293,0.06,19.987,0.1,8.738999999999999,0.115
1986-08-01,13.972,0.059,19.874,0.099,8.433,0.141
1986-09-01,11.816999999999998,0.143,17.713,0.106,6.395,0.274
1986-10-01,9.299,0.096,14.803,0.148,3.881,0.157
1986-11-01,5.9190000000000005,0.1,11.232,0.063,0.7020000000000001,0.092
1986-12-01,3.751,0.072,9.071,0.075,-1.399,0.105
1987-01-01,3.139,0.115,8.700999999999999,0.0819999999999999,-2.3440000000000003,0.109
1987-02-01,4.134,0.091,9.792,0.105,-1.366,0.092
1987-03-01,5.245,0.076,11.203,0.074,-0.467,0.084
1987-04-01,8.594999999999999,0.078,14.69,0.083,2.835,0.22
1987-05-01,11.525,0.065,17.315,0.13,5.797999999999999,0.136
1987-06-01,13.927,0.068,19.661,0.146,8.105,0.126
1987-07-01,14.89,0.144,20.667,0.105,9.326,0.196
1987-08-01,13.896,0.127,19.632,0.147,8.319999999999999,0.227
1987-09-01,12.447,0.075,18.22600000000001,0.13,6.877999999999999,0.218
1987-10-01,9.59,0.077,15.136,0.081,4.093999999999999,0.089
1987-11-01,6.056,0.052,11.518,0.161,0.71,0.131
1987-12-01,4.489,0.054,9.857,0.085,-0.7120000000000001,0.107
1988-01-01,3.454,0.07,8.863999999999997,0.12,-1.798,0.09
1988-02-01,3.422,0.095,9.094,0.093,-2.031,0.075
1988-03-01,5.931,0.085,11.817,0.093,0.3659999999999999,0.1369999999999999
1988-04-01,8.991999999999997,0.066,14.978,0.118,3.289,0.087
1988-05-01,11.852,0.091,17.676000000000005,0.062,6.143000000000002,0.2
1988-06-01,14.099,0.098,19.974,0.16,8.356,0.085
1988-07-01,14.798,0.068,20.466,0.168,9.186,0.125
1988-08-01,14.553,0.122,20.124,0.255,8.905,0.157
1988-09-01,12.681,0.072,18.424000000000003,0.141,7.08,0.079
1988-10-01,9.979,0.062,15.719,0.194,4.363,0.151
1988-11-01,6.295,0.074,11.837,0.081,0.841,0.074
1988-12-01,4.363,0.058,9.707,0.119,-0.8520000000000001,0.078
1989-01-01,2.71,0.108,8.094999999999999,0.118,-2.5980000000000003,0.118
1989-02-01,3.627,0.095,9.3,0.067,-1.924,0.088
1989-03-01,5.792000000000001,0.099,11.628,0.07,0.1309999999999999,0.17
1989-04-01,8.689,0.104,14.541,0.089,2.737,0.147
1989-05-01,11.28,0.094,17.105,0.208,5.4940000000000015,0.13
1989-06-01,13.447,0.126,19.25,0.183,7.871,0.13
1989-07-01,14.612,0.084,20.361,0.079,8.988999999999997,0.102
1989-08-01,14.135,0.064,19.987,0.152,8.594999999999999,0.145
1989-09-01,12.403,0.101,18.198,0.105,6.675,0.15
1989-10-01,9.76,0.061,15.473,0.13,4.1,0.212
1989-11-01,6.178999999999999,0.06,11.718,0.086,0.7490000000000001,0.062
1989-12-01,4.43,0.06,9.802,0.055,-0.8070000000000002,0.096
1990-01-01,3.2430000000000003,0.09,8.556999999999999,0.099,-1.9390000000000005,0.075
1990-02-01,3.643,0.087,9.225,0.111,-1.7950000000000002,0.07
1990-03-01,6.73,0.099,12.658,0.179,1.0359999999999998,0.094
1990-04-01,9.169,0.059,15.058,0.084,3.373,0.125
1990-05-01,11.831,0.071,17.642000000000003,0.234,6.086,0.237
1990-06-01,13.893,0.087,19.786,0.1639999999999999,8.167,0.129
1990-07-01,14.784,0.14,20.401,0.105,9.158,0.085
1990-08-01,14.095,0.05,19.956,0.221,8.514,0.162
1990-09-01,12.195,0.106,17.993000000000006,0.089,6.597,0.209
1990-10-01,9.882,0.036,15.72,0.125,4.285,0.125
1990-11-01,6.92,0.132,12.561,0.09,1.345,0.072
1990-12-01,4.425,0.079,9.935,0.057,-0.9220000000000002,0.054
1991-01-01,3.1950000000000003,0.066,8.506,0.044,-1.9070000000000005,0.114
1991-02-01,4.0440000000000005,0.087,9.774,0.074,-1.499,0.098
1991-03-01,5.574,0.076,11.411,0.106,-0.129,0.13
1991-04-01,9.226,0.04,15.123,0.09,3.414,0.159
1991-05-01,11.616,0.062,17.441000000000006,0.105,6.009,0.114
1991-06-01,14.263,0.074,19.903,0.124,8.509,0.072
1991-07-01,14.987,0.055,20.643,0.106,9.273,0.142
1991-08-01,14.319,0.057,20.036,0.086,8.61,0.111
1991-09-01,12.677,0.053,18.539,0.235,7.004,0.084
1991-10-01,9.753,0.064,15.553,0.066,4.122,0.095
1991-11-01,6.44,0.07,11.862,0.101,1.121,0.088
1991-12-01,4.059,0.041,9.284,0.078,-1.061,0.061
1992-01-01,3.579,0.084,8.914,0.1,-1.6550000000000002,0.093
1992-02-01,3.931,0.148,9.491,0.116,-1.5950000000000002,0.087
1992-03-01,5.952000000000001,0.069,11.692,0.064,0.2529999999999999,0.086
1992-04-01,8.572000000000001,0.061,14.366,0.075,2.785,0.1
1992-05-01,11.534999999999998,0.073,17.346,0.095,5.796,0.184
1992-06-01,13.576,0.066,19.36,0.094,7.818,0.075
1992-07-01,14.139,0.081,19.853,0.083,8.421,0.0819999999999999
1992-08-01,13.765999999999998,0.084,19.435,0.162,8.130999999999998,0.13
1992-09-01,11.672,0.049,17.289,0.122,6.132000000000001,0.14
1992-10-01,9.353,0.047,15.152,0.058,3.676,0.061
1992-11-01,5.888999999999999,0.083,11.303,0.062,0.463,0.066
1992-12-01,4.075,0.155,9.455,0.157,-1.0630000000000002,0.126
1993-01-01,3.301,0.096,8.666,0.065,-1.9190000000000005,0.076
1993-02-01,3.745,0.097,9.42,0.081,-1.7440000000000002,0.054
1993-03-01,5.922999999999999,0.094,11.791,0.085,0.1409999999999999,0.074
1993-04-01,8.69,0.046,14.585,0.116,2.823,0.1369999999999999
1993-05-01,11.475,0.056,17.289,0.084,5.674,0.124
1993-06-01,13.518,0.075,19.292,0.094,7.767,0.146
1993-07-01,14.595,0.11,20.228,0.062,8.947000000000001,0.174
1993-08-01,13.835,0.065,19.584,0.066,8.228,0.108
1993-09-01,11.93,0.102,17.639000000000006,0.06,6.287000000000001,0.121
1993-10-01,9.614,0.064,15.294,0.061,3.987,0.047
1993-11-01,5.738,0.09,11.091,0.098,0.3629999999999999,0.07
1993-12-01,4.035,0.081,9.358,0.07,-1.139,0.145
1994-01-01,3.024,0.063,8.336,0.107,-2.274,0.099
1994-02-01,2.81,0.105,8.594,0.093,-2.768,0.094
1994-03-01,5.731,0.071,11.662999999999998,0.083,-0.131,0.119
1994-04-01,9.018,0.044,14.961,0.16,3.162,0.191
1994-05-01,11.684,0.08,17.582,0.106,5.682,0.092
1994-06-01,14.144,0.087,19.932,0.099,8.288,0.109
1994-07-01,14.658,0.076,20.421,0.111,8.947000000000001,0.145
1994-08-01,13.977,0.051,19.808,0.087,8.274,0.173
1994-09-01,12.515999999999998,0.068,18.335,0.123,6.821000000000001,0.159
1994-10-01,10.002,0.077,15.606,0.093,4.543,0.166
1994-11-01,6.787999999999999,0.064,12.2,0.091,1.311,0.11
1994-12-01,4.113,0.065,9.313,0.158,-1.102,0.064
1995-01-01,3.54,0.057,8.895,0.151,-1.769,0.173
1995-02-01,4.656000000000001,0.083,10.257,0.145,-0.8790000000000002,0.127
1995-03-01,5.956,0.077,11.784,0.165,0.265,0.108
1995-04-01,8.972000000000001,0.078,14.839,0.122,3.162,0.17
1995-05-01,11.57,0.063,17.301000000000002,0.121,5.758000000000001,0.222
1995-06-01,14.164,0.088,20.115,0.186,8.232000000000001,0.053
1995-07-01,15.116,0.079,20.803,0.185,9.331,0.168
1995-08-01,14.636,0.088,20.409,0.083,8.808,0.231
1995-09-01,12.565,0.087,18.382,0.068,6.921,0.182
1995-10-01,10.106,0.086,15.749,0.13,4.49,0.144
1995-11-01,6.761,0.087,12.387,0.104,1.266,0.205
1995-12-01,4.123,0.044,9.396,0.131,-1.143,0.113
1996-01-01,2.862,0.088,8.350999999999999,0.107,-2.512,0.108
1996-02-01,4.0120000000000005,0.118,9.769,0.095,-1.7620000000000002,0.08
1996-03-01,5.524,0.085,11.411,0.157,-0.285,0.145
1996-04-01,8.679,0.073,14.470999999999998,0.099,2.717,0.13
1996-05-01,11.588,0.106,17.437,0.102,5.792000000000002,0.123
1996-06-01,13.681,0.091,19.405,0.143,7.854,0.106
1996-07-01,14.827,0.097,20.65,0.087,9.123,0.129
1996-08-01,14.603,0.073,20.416,0.13,8.918,0.126
1996-09-01,12.294,0.053,17.974,0.116,6.711,0.17
1996-10-01,9.525,0.097,15.191,0.155,3.929,0.089
1996-11-01,6.5470000000000015,0.078,11.952,0.112,1.178,0.083
1996-12-01,4.325,0.058,9.82,0.112,-1.089,0.06
1997-01-01,3.165,0.083,8.588,0.099,-2.1340000000000003,0.078
1997-02-01,3.766,0.093,9.456,0.067,-1.885,0.086
1997-03-01,6.0120000000000005,0.139,11.808,0.188,0.1899999999999999,0.095
1997-04-01,8.891,0.054,14.817,0.114,2.967,0.115
1997-05-01,11.593,0.072,17.378,0.109,5.8020000000000005,0.149
1997-06-01,14.130999999999998,0.066,19.913,0.096,8.334,0.135
1997-07-01,14.565,0.132,20.26,0.094,8.825,0.089
1997-08-01,14.255999999999998,0.091,20.13,0.104,8.578999999999999,0.122
1997-09-01,12.685,0.105,18.555000000000003,0.313,6.973,0.162
1997-10-01,10.109,0.07,15.682,0.108,4.665,0.145
1997-11-01,6.841,0.096,12.195,0.092,1.503,0.086
1997-12-01,4.417,0.062,9.634,0.064,-0.7370000000000001,0.076
1998-01-01,3.3520000000000003,0.076,8.555,0.093,-1.7760000000000002,0.086
1998-02-01,4.8260000000000005,0.106,10.475,0.11,-0.7680000000000002,0.077
1998-03-01,6.023,0.0819999999999999,11.888,0.073,0.3009999999999999,0.102
1998-04-01,9.358,0.05,15.255,0.088,3.439,0.194
1998-05-01,12.291,0.083,18.182,0.1639999999999999,6.372000000000001,0.105
1998-06-01,14.521,0.114,20.404,0.13,8.777999999999999,0.072
1998-07-01,15.34,0.074,20.972,0.062,9.715,0.17
1998-08-01,14.874,0.074,20.505,0.128,9.344,0.217
1998-09-01,12.672999999999998,0.047,18.336,0.123,7.152,0.177
1998-10-01,9.941,0.055,15.505999999999998,0.117,4.45,0.116
1998-11-01,6.404,0.081,11.872,0.09,1.039,0.0819999999999999
1998-12-01,4.6690000000000005,0.045,10.083,0.079,-0.6559999999999999,0.101
1999-01-01,3.544,0.07,8.876999999999997,0.065,-1.7320000000000002,0.11
1999-02-01,4.694,0.089,10.4,0.063,-0.957,0.099
1999-03-01,5.53,0.102,11.4,0.106,-0.2739999999999999,0.086
1999-04-01,8.838,0.064,14.807,0.085,2.931,0.175
1999-05-01,11.706,0.045,17.613,0.116,5.824000000000002,0.155
1999-06-01,14.031,0.072,19.831,0.121,8.205,0.131
1999-07-01,14.853,0.101,20.578000000000003,0.087,9.24,0.12
1999-08-01,14.348,0.089,20.158,0.076,8.696,0.125
1999-09-01,12.723,0.056,18.472,0.165,7.109,0.134
1999-10-01,9.997,0.095,15.583,0.107,4.4910000000000005,0.064
1999-11-01,6.5920000000000005,0.083,12.121,0.08,1.107,0.085
1999-12-01,4.565,0.085,9.953,0.09,-0.6920000000000001,0.078
2000-01-01,2.95,0.091,8.349,0.103,-2.322,0.072
2000-02-01,4.184,0.093,9.863,0.096,-1.371,0.092
2000-03-01,6.218999999999999,0.12,12.204999999999998,0.133,0.3759999999999999,0.0819999999999999
2000-04-01,9.552,0.075,15.534,0.156,3.68,0.153
2000-05-01,11.874,0.064,17.721,0.127,5.997000000000001,0.2
2000-06-01,14.06,0.1,19.847,0.206,8.243,0.161
2000-07-01,14.848,0.12,20.665,0.107,9.098,0.098
2000-08-01,14.519,0.086,20.308,0.095,8.796,0.152
2000-09-01,12.547,0.058,18.373,0.115,6.822,0.142
2000-10-01,9.486,0.047,15.069,0.134,4.0,0.097
2000-11-01,6.312,0.084,11.67,0.092,0.996,0.064
2000-12-01,3.863,0.064,9.182,0.108,-1.3330000000000002,0.072
